=== 语义排序结果体验 ===
算法: sorted_pure_hamming_opt_2000.txt
单词总数: 2000
【核心性能与质量指标】
- 排序计算耗时: 259.830 ms
- 平均相邻汉明距离: 589.99 (指标越低，相邻单词的语义过渡越连贯越好)
- 最大相邻汉明距离: 903 (指标越低，说明没有突兀的语义“大跳转”)
- 汉明距离 > 128 突变个数: 1997
--------------------------------------------------

00001. handshake          (起点)
01277. organisational     (相邻汉明距离: 617)
01278. disorganised       (相邻汉明距离: 554)
01279. orderly            (相邻汉明距离: 628)
01280. reorder            (相邻汉明距离: 618)
01281. deque              (相邻汉明距离: 700)
01282. dictionary         (相邻汉明距离: 633)
01283. diction            (相邻汉明距离: 520)
01284. dictation          (相邻汉明距离: 533)
01285. dictatorship       (相邻汉明距离: 636)
01286. despotism          (相邻汉明距离: 529)
01287. desirability       (相邻汉明距离: 703)
01288. desirous           (相邻汉明距离: 400)
01289. destined           (相邻汉明距离: 621)
01290. destination directory (相邻汉明距离: 662)
01291. dir from           (相邻汉明距离: 656)
01292. default driver     (相邻汉明距离: 700)
01293. data buffer        (相邻汉明距离: 704)
01294. database file      (相邻汉明距离: 718)
01295. database software  (相邻汉明距离: 609)
01296. custom software    (相邻汉明距离: 727)
01297. customer interface (相邻汉明距离: 795)
01298. customer address   (相邻汉明距离: 557)
01299. customer name      (相邻汉明距离: 493)
01300. contact            (相邻汉明距离: 690)
01301. delay              (相邻汉明距离: 626)
01302. deploy             (相邻汉明距离: 631)
01303. depot              (相邻汉明距离: 645)
01304. depose             (相邻汉明距离: 560)
01305. depopulate         (相邻汉明距离: 513)
01306. deplete            (相邻汉明距离: 548)
01307. depletion allowance (相邻汉明距离: 503)
01308. deal out           (相邻汉明距离: 746)
01309. deal in            (相邻汉明距离: 389)
01310. deal on credit     (相邻汉明距离: 484)
01311. (give something) on credit (相邻汉明距离: 600)
01312. confirmed credit   (相邻汉明距离: 633)
01313. credibility        (相邻汉明距离: 580)
01314. credit rating      (相邻汉明距离: 642)
01315. credit association (相邻汉明距离: 576)
01316. coupon             (相邻汉明距离: 745)
01317. sale               (相邻汉明距离: 604)
01318. super              (相邻汉明距离: 657)
01319. superb             (相邻汉明距离: 533)
01320. sabre              (相邻汉明距离: 614)
01321. sabre-toothed      (相邻汉明距离: 455)
01322. cheetah            (相邻汉明距离: 684)
01323. catsup             (相邻汉明距离: 640)
01324. caterpillar        (相邻汉明距离: 601)
01325. cucumber           (相邻汉明距离: 713)
01326. cubic              (相邻汉明距离: 657)
01327. cubic metre        (相邻汉明距离: 513)
01328. cubist             (相邻汉明距离: 709)
01329. cubism             (相邻汉明距离: 272)
01330. cloisonne          (相邻汉明距离: 730)
01331. coinage            (相邻汉明距离: 653)
01332. copper             (相邻汉明距离: 631)
01333. copperplate print  (相邻汉明距离: 626)
01334. copier             (相邻汉明距离: 708)
01335. copy down          (相邻汉明距离: 592)
01336. copy file          (相邻汉明距离: 569)
01337. lock a file        (相邻汉明距离: 693)
01338. file updating      (相邻汉明距离: 661)
01339. defile             (相邻汉明距离: 735)
01340. defuse             (相邻汉明距离: 532)
01341. defray             (相邻汉明距离: 616)
01342. deforest           (相邻汉明距离: 701)
01343. debark             (相邻汉明距离: 667)
01344. debouch            (相邻汉明距离: 612)
01345. degauss            (相邻汉明距离: 704)
01346. deacon             (相邻汉明距离: 686)
01347. deity              (相邻汉明距离: 666)
01348. dieter             (相邻汉明距离: 697)
01349. diet on            (相邻汉明距离: 694)
01350. dietary            (相邻汉明距离: 446)
01351. digestive          (相邻汉明距离: 657)
01352. digestive system   (相邻汉明距离: 307)
01353. defecation         (相邻汉明距离: 678)
01354. continence         (相邻汉明距离: 646)
01355. contamination      (相邻汉明距离: 695)
01356. local infection    (相邻汉明距离: 721)
01357. local government   (相邻汉明距离: 748)
01358. city state         (相邻汉明距离: 806)
01359. cityscape          (相邻汉明距离: 608)
01360. cul-de-sac         (相邻汉明距离: 676)
01361. Guilin             (相邻汉明距离: 658)
01362. Huangshan          (相邻汉明距离: 445)
01363. Huashan            (相邻汉明距离: 292)
01364. Great Wall         (相邻汉明距离: 577)
01365. Washington Monument (相邻汉明距离: 632)
01366. courthouse         (相邻汉明距离: 730)
01367. courtroom          (相邻汉明距离: 447)
01368. construction site  (相邻汉明距离: 740)
01369. construction company (相邻汉明距离: 516)
01370. construction trade (相邻汉明距离: 503)
01371. craft brother      (相邻汉明距离: 728)
01372. crossbar           (相邻汉明距离: 712)
01373. cross-country      (相邻汉明距离: 632)
01374. cross-cultural     (相邻汉明距离: 620)
01375. culturally         (相邻汉明距离: 457)
01376. collectively       (相邻汉明距离: 719)
01377. colloid            (相邻汉明距离: 677)
01378. latte              (相邻汉明距离: 707)
01379. intelligentsia     (相邻汉明距离: 648)
01380. ingredient         (相邻汉明距离: 739)
01381. identify           (相邻汉明距离: 648)
01382. define             (相邻汉明距离: 608)
01383. definition         (相邻汉明距离: 277)
01384. generalisation     (相邻汉明距离: 688)
01385. insofar            (相邻汉明距离: 722)
01386. infrequent         (相邻汉明距离: 697)
01387. inefficient        (相邻汉明距离: 572)
01388. inferiority        (相邻汉明距离: 645)
01389. demerit            (相邻汉明距离: 692)
01390. derangement        (相邻汉明距离: 695)
01391. deracinate         (相邻汉明距离: 621)
01392. detoxify           (相邻汉明距离: 708)
01393. detonate           (相邻汉明距离: 594)
01394. detachable         (相邻汉明距离: 604)
01395. detached house     (相邻汉明距离: 594)
01396. demure             (相邻汉明距离: 753)
01397. dimple             (相邻汉明距离: 672)
01398. dime store         (相邻汉明距离: 654)
01399. dimensionality     (相邻汉明距离: 742)
01400. dimensional        (相邻汉明距离: 321)
01401. dimensionless      (相邻汉明距离: 445)
01402. non-durable        (相邻汉明距离: 712)
01403. fit to drop (burst) (相邻汉明距离: 720)
01404. fit on             (相邻汉明距离: 665)
01405. fitfully           (相邻汉明距离: 559)
01406. fruitfully         (相邻汉明距离: 582)
01407. busily             (相邻汉明距离: 642)
01408. busboy             (相邻汉明距离: 598)
01409. courtesy bus       (相邻汉明距离: 689)
01410. bus ride           (相邻汉明距离: 543)
01411. data bus           (相邻汉明距离: 373)
01412. bus station        (相邻汉明距离: 451)
01413. bus mouse          (相邻汉明距离: 684)
01414. Gui                (相邻汉明距离: 751)
01415. design             (相邻汉明距离: 667)
01416. designing          (相邻汉明距离: 456)
01417. design aid         (相邻汉明距离: 534)
01418. design requirement (相邻汉明距离: 584)
01419. digital resolution (相邻汉明距离: 769)
01420. high-definition    (相邻汉明距离: 680)
01421. high school        (相邻汉明距离: 630)
01422. highway            (相邻汉明距离: 667)
01423. hauteur            (相邻汉明距离: 672)
01424. get above          (相邻汉明距离: 667)
01425. overvalue          (相邻汉明距离: 718)
01426. overblown          (相邻汉明距离: 646)
01427. complaint          (相邻汉明距离: 718)
01428. complaining        (相邻汉明距离: 379)
01429. complainer         (相邻汉明距离: 390)
01430. spammer            (相邻汉明距离: 666)
01431. spam               (相邻汉明距离: 450)
01432. locale             (相邻汉明距离: 743)
01433. format             (相邻汉明距离: 654)
01434. change formatting  (相邻汉明距离: 575)
01435. date format        (相邻汉明距离: 661)
01436. date from          (相邻汉明距离: 467)
01437. deliver from       (相邻汉明距离: 672)
01438. deliver over up to (相邻汉明距离: 503)
01439. deliver over up    (相邻汉明距离: 219)
01440. deliver over       (相邻汉明距离: 211)
01441. deliverer          (相邻汉明距离: 410)
01442. deliver the goods  (相邻汉明距离: 469)
01443. consignee          (相邻汉明距离: 629)
01444. consignor          (相邻汉明距离: 384)
01445. congratulation     (相邻汉明距离: 724)
01446. congratulating     (相邻汉明距离: 239)
01447. congratulate       (相邻汉明距离: 194)
01448. congratulate...on  (相邻汉明距离: 272)
01449. congratulate... on... (相邻汉明距离: 131)
01450. Here's to your health. (相邻汉明距离: 716)
01451. Hope to see you again. (相邻汉明距离: 678)
01452. I promise you.     (相邻汉明距离: 728)
01453. solemn promise     (相邻汉明距离: 674)
01454. solemn             (相邻汉明距离: 516)
01455. sedulous           (相邻汉明距离: 681)
01456. seductive          (相邻汉明距离: 645)
01457. caress             (相邻汉明距离: 717)
01458. cherish            (相邻汉明距离: 648)
01459. charitable bequest (相邻汉明距离: 752)
01460. charitable         (相邻汉明距离: 485)
01461. charismatic        (相邻汉明距离: 560)
01462. charisma           (相邻汉明距离: 424)
01463. chariot            (相邻汉明距离: 616)
01464. chap               (相邻汉明距离: 713)
01465. chunky             (相邻汉明距离: 690)
01466. choleric           (相邻汉明距离: 665)
01467. colicky            (相邻汉明距离: 662)
01468. corrugate          (相邻汉明距离: 694)
01469. coring bit         (相邻汉明距离: 759)
01470. corner kick        (相邻汉明距离: 711)
01471. corner sb.         (相邻汉明距离: 648)
01472. cornerstone        (相邻汉明距离: 585)
01473. corpuscle          (相邻汉明距离: 622)
01474. corporeal          (相邻汉明距离: 569)
01475. corps              (相邻汉明距离: 604)
01476. Bund               (相邻汉明距离: 725)
01477. Feder              (相邻汉明距离: 681)
01478. Fede               (相邻汉明距离: 394)
01479. FECT               (相邻汉明距离: 644)
01480. factoid            (相邻汉明距离: 661)
01481. fact-finding       (相邻汉明距离: 576)
01482. doc.               (相邻汉明距离: 750)
01483. open-access        (相邻汉明距离: 725)
01484. e-book             (相邻汉明距离: 742)
01485. readership         (相邻汉明距离: 739)
01486. local press        (相邻汉明距离: 734)
01487. desktop publishing (相邻汉明距离: 755)
01488. desktop presentations (相邻汉明距离: 645)
01489. data projector     (相邻汉明距离: 705)
01490. instigate          (相邻汉明距离: 861)
01491. initiate           (相邻汉明距离: 520)
01492. inaugurate         (相邻汉明距离: 548)
01493. consecration       (相邻汉明距离: 696)
01494. sanctum            (相邻汉明距离: 671)
01495. sallow             (相邻汉明距离: 703)
01496. set sail           (相邻汉明距离: 645)
01497. set sb or sth apart from (相邻汉明距离: 732)
01498. deep someone apart from (相邻汉明距离: 623)
01499. deep-fried         (相邻汉明距离: 688)
01500. deep fry           (相邻汉明距离: 382)
01501. diesel             (相邻汉明距离: 733)
01502. dandelion          (相邻汉明距离: 668)
01503. daffodil           (相邻汉明距离: 494)
01504. flamboyance        (相邻汉明距离: 637)
01505. fire-bomb          (相邻汉明距离: 634)
01506. fire-engine        (相邻汉明距离: 557)
01507. fire engine        (相邻汉明距离: 212)
01508. fire station       (相邻汉明距离: 413)
01509. fire extinguisher  (相邻汉明距离: 599)
01510. fire escape        (相邻汉明距离: 644)
01511. fire-safety        (相邻汉明距离: 545)
01512. wildfire           (相邻汉明距离: 610)
01513. hurricane          (相邻汉明距离: 738)
01514. cyclone            (相邻汉明距离: 519)
01515. cynic              (相邻汉明距离: 692)
01516. cyanide            (相邻汉明距离: 642)
01517. carbon             (相邻汉明距离: 633)
01518. Air                (相邻汉明距离: 619)
01519. in the air         (相邻汉明距离: 576)
01520. in the flesh       (相邻汉明距离: 709)
01521. Fison              (相邻汉明距离: 734)
01522. Adonis             (相邻汉明距离: 638)
01523. Adrian             (相邻汉明距离: 558)
01524. Fernando Andrade   (相邻汉明距离: 617)
01525. Adrenalin          (相邻汉明距离: 722)
01526. heartthrob         (相邻汉明距离: 719)
01527. hothead            (相邻汉明距离: 679)
01528. hidebound          (相邻汉明距离: 705)
01529. buried             (相邻汉明距离: 605)
01530. burie              (相邻汉明距离: 448)
01531. burial chamber     (相邻汉明距离: 573)
01532. chorus             (相邻汉明距离: 788)
01533. chronicle          (相邻汉明距离: 658)
01534. clock track        (相邻汉明距离: 665)
01535. clock radio        (相邻汉明距离: 502)
01536. clock pulse        (相邻汉明距离: 575)
01537. clock rate         (相邻汉明距离: 425)
01538. cpu cycle          (相邻汉明距离: 606)
01539. coprocessor        (相邻汉明距离: 661)
01540. data processing    (相邻汉明距离: 708)
01541. data acquisition   (相邻汉明距离: 711)
01542. importation        (相邻汉明距离: 687)
01543. infra              (相邻汉明距离: 718)
01544. pipes              (相邻汉明距离: 683)
01545. hosepipe           (相邻汉明距离: 646)
01546. HFS                (相邻汉明距离: 732)
01547. Huntington         (相邻汉明距离: 705)
01548. HIV                (相邻汉明距离: 645)
01549. homo sapien        (相邻汉明距离: 721)
01550. cro-magnon         (相邻汉明距离: 603)
01551. ancient times      (相邻汉明距离: 727)
01552. ancient            (相邻汉明距离: 375)
01553. long long ago      (相邻汉明距离: 671)
01554. for a while        (相邻汉明距离: 649)
01555. for a time         (相邻汉明距离: 443)
01556. have the time of one's life (相邻汉明距离: 641)
01557. jump out of one's skin (相邻汉明距离: 726)
01558. slipup             (相邻汉明距离: 751)
01559. cook up            (相邻汉明距离: 765)
01560. culinary           (相邻汉明距离: 714)
01561. chef d'oeuvre      (相邻汉明距离: 659)
01562. craftsmanship      (相邻汉明距离: 723)
01563. jewelery           (相邻汉明距离: 720)
01564. denture            (相邻汉明距离: 726)
01565. dentistry          (相邻汉明距离: 538)
01566. dentist's          (相邻汉明距离: 489)
01567. dermatologist      (相邻汉明距离: 620)
01568. complexion         (相邻汉明距离: 784)
01569. complex sentence   (相邻汉明距离: 685)
01570. chemical compound  (相邻汉明距离: 695)
01571. chemical equation  (相邻汉明距离: 547)
01572. chemical bond      (相邻汉明距离: 643)
01573. chemical-dependency (相邻汉明距离: 774)
01574. dexterity          (相邻汉明距离: 772)
01575. dexterous in       (相邻汉明距离: 499)
01576. dancing            (相邻汉明距离: 726)
01577. ballroom dancing   (相邻汉明距离: 545)
01578. dragon dances      (相邻汉明距离: 629)
01579. dragon-fly         (相邻汉明距离: 652)
01580. darkly             (相邻汉明距离: 741)
01581. dark shading       (相邻汉明距离: 530)
01582. data sharing       (相邻汉明距离: 725)
01583. multiparty         (相邻汉明距离: 737)
01584. delimit            (相邻汉明距离: 693)
01585. delirium           (相邻汉明距离: 696)
01586. delinquency account (相邻汉明距离: 694)
01587. debit balance      (相邻汉明距离: 710)
01588. debit-entry        (相邻汉明距离: 512)
01589. debit-credit plan  (相邻汉明距离: 610)
01590. deck out           (相邻汉明距离: 741)
01591. deck with          (相邻汉明距离: 435)
01592. deck-chair         (相邻汉明距离: 582)
01593. deciduous          (相邻汉明距离: 750)
01594. coniferous         (相邻汉明距离: 641)
01595. mountainous terrain (相邻汉明距离: 735)
01596. mountainside       (相邻汉明距离: 652)
01597. mountain climber   (相邻汉明距离: 651)
01598. daredevil          (相邻汉明距离: 739)
01599. dilemma            (相邻汉明距离: 685)
01600. challenged         (相邻汉明距离: 692)
01601. chances are (that?? (相邻汉明距离: 742)
01602. chances are that   (相邻汉明距离: 345)
01603. chance it          (相邻汉明距离: 473)
01604. chance on          (相邻汉明距离: 365)
01605. chance upon        (相邻汉明距离: 380)
01606. I happen to...     (相邻汉明距离: 701)
01607. I can't help it.   (相邻汉明距离: 736)
01608. couldn't           (相邻汉明距离: 601)
01609. cussed             (相邻汉明距离: 656)
01610. cordless           (相邻汉明距离: 693)
01611. cordial            (相邻汉明距离: 607)
01612. cordiality         (相邻汉明距离: 261)
01613. concordat          (相邻汉明距离: 680)
01614. conspiracy         (相邻汉明距离: 725)
01615. resurgence         (相邻汉明距离: 726)
01616. resurrect          (相邻汉明距离: 474)
01617. résumé             (相邻汉明距离: 698)
01618. rasher             (相邻汉明距离: 738)
01619. rationalist        (相邻汉明距离: 711)
01620. right-wing         (相邻汉明距离: 691)
01621. right wing         (相邻汉明距离: 228)
01622. individualism      (相邻汉明距离: 742)
01623. elitism            (相邻汉明距离: 652)
01624. idealist           (相邻汉明距离: 664)
01625. ideology           (相邻汉明距离: 522)
01626. (get) have an idea (of) (相邻汉明距离: 724)
01627. have a good idea of (相邻汉明距离: 531)
01628. have a good opinion of sth. (相邻汉明距离: 609)
01629. common good        (相邻汉明距离: 741)
01630. in common          (相邻汉明距离: 580)
01631. a pair             (相邻汉明距离: 720)
01632. co-founder         (相邻汉明距离: 730)
01633. coordinate         (相邻汉明距离: 732)
01634. convex             (相邻汉明距离: 698)
01635. hexagon            (相邻汉明距离: 679)
01636. honey              (相邻汉明距离: 684)
01637. dessert            (相邻汉明距离: 645)
01638. condiment          (相邻汉明距离: 727)
01639. condiments         (相邻汉明距离: 251)
01640. fennel             (相邻汉明距离: 779)
01641. cranberry          (相邻汉明距离: 705)
01642. roseate            (相邻汉明距离: 731)
01643. Humo               (相邻汉明距离: 722)
01644. anti-smoking       (相邻汉明距离: 697)
01645. inattention        (相邻汉明距离: 794)
01646. in a nutshell      (相邻汉明距离: 700)
01647. culminate in       (相邻汉明距离: 720)
01648. expiate            (相邻汉明距离: 749)
01649. deprive... of      (相邻汉明距离: 725)
01650. deprive someone of sth (相邻汉明距离: 278)
01651. dehydration        (相邻汉明距离: 713)
01652. deoxygenate        (相邻汉明距离: 643)
01653. digitalis          (相邻汉明距离: 758)
01654. digitizing pad     (相邻汉明距离: 713)
01655. handwriting        (相邻汉明距离: 774)
01656. portraiture        (相邻汉明距离: 760)
01657. imagery            (相邻汉明距离: 736)
01658. depict             (相邻汉明距离: 682)
01659. despatch           (相邻汉明距离: 728)
01660. despatch=dispatch  (相邻汉明距离: 248)
01661. # ------------------------------- (相邻汉明距离: 726)
01662. fresher            (相邻汉明距离: 763)
01663. clement            (相邻汉明距离: 752)
01664. crowning           (相邻汉明距离: 699)
01665. catchword          (相邻汉明距离: 702)
01666. careworn           (相邻汉明距离: 691)
01667. cautiously         (相邻汉明距离: 688)
01668. cautious about     (相邻汉明距离: 325)
01669. attuned            (相邻汉明距离: 715)
01670. context-sensitive  (相邻汉明距离: 719)
01671. context-sensitive help (相邻汉明距离: 466)
01672. local terminal     (相邻汉明距离: 747)
01673. chatline           (相邻汉明距离: 721)
01674. dial tone          (相邻汉明距离: 743)
01675. daddy              (相邻汉明距离: 773)
01676. daughter-in-law    (相邻汉明距离: 739)
01677. dowry              (相邻汉明距离: 745)
01678. dovetail           (相邻汉明距离: 690)
01679. in detail          (相邻汉明距离: 700)
01680. in the world       (相邻汉明距离: 748)
01681. in the long run    (相邻汉明距离: 694)
01682. for ever           (相邻汉明距离: 733)
01683. for all            (相邻汉明距离: 665)
01684. for example        (相邻汉明距离: 702)
01685. cite an example    (相邻汉明距离: 556)
01686. cybernetic         (相邻汉明距离: 794)
01687. cybernate          (相邻汉明距离: 473)
01688. cybercriminal      (相邻汉明距离: 622)
01689. culpable           (相邻汉明距离: 742)
01690. cuit               (相邻汉明距离: 717)
01691. cytology           (相邻汉明距离: 709)
01692. cynosure           (相邻汉明距离: 736)
01693. cure... of         (相邻汉明距离: 675)
01694. curative           (相邻汉明距离: 496)
01695. regrettably        (相邻汉明距离: 730)
01696. despite            (相邻汉明距离: 713)
01697. despite the odds   (相邻汉明距离: 482)
01698. fiendishly         (相邻汉明距离: 781)
01699. diabolical         (相邻汉明距离: 647)
01700. revile             (相邻汉明距离: 764)
01701. revere             (相邻汉明距离: 556)
01702. Houston            (相邻汉明距离: 743)
01703. Houston Rockets    (相邻汉明距离: 663)
01704. rock 'n' roll      (相邻汉明距离: 778)
01705. give a concert     (相邻汉明距离: 747)
01706. Haidian Theater    (相邻汉明距离: 780)
01707. Air China          (相邻汉明距离: 764)
01708. KMT                (相邻汉明距离: 706)
01709. Marka              (相邻汉明距离: 647)
01710. branding           (相邻汉明距离: 666)
01711. commercialization  (相邻汉明距离: 788)
01712. deregulation       (相邻汉明距离: 709)
01713. digression         (相邻汉明距离: 698)
01714. declamation        (相邻汉明距离: 727)
01715. declination        (相邻汉明距离: 587)
01716. deference          (相邻汉明距离: 727)
01717. full authority     (相邻汉明距离: 756)
01718. major unit         (相邻汉明距离: 788)
01719. matriculation      (相邻汉明距离: 768)
01720. Harvard University (相邻汉明距离: 770)
01721. Harvard Law (School) (相邻汉明距离: 533)
01722. correspondence school (相邻汉明距离: 742)
01723. schoolteacher      (相邻汉明距离: 753)
01724. He's at school.    (相邻汉明距离: 695)
01725. He's at home.      (相邻汉明距离: 488)
01726. He's not at home.  (相邻汉明距离: 432)
01727. He's twelve.       (相邻汉明距离: 627)
01728. He's in the park.  (相邻汉明距离: 696)
01729. Green Park Zoo     (相邻汉明距离: 707)
01730. Great Barrier Reef (相邻汉明距离: 779)
01731. coral reef         (相邻汉明距离: 548)
01732. deep sea diver     (相邻汉明距离: 784)
01733. longshoreman       (相邻汉明距离: 773)
01734. Lebanese           (相邻汉明距离: 774)
01735. Arab               (相邻汉明距离: 609)
01736. African American   (相邻汉明距离: 703)
01737. African-American   (相邻汉明距离: 110)
01738. Hispanic-American  (相邻汉明距离: 582)
01739. Hispanic           (相邻汉明距离: 313)
01740. Hindu              (相邻汉明距离: 674)
01741. Hindi              (相邻汉明距离: 499)
01742. Hebrew             (相邻汉明距离: 708)
01743. cyrillic           (相邻汉明距离: 701)
01744. Albanian           (相邻汉明距离: 704)
01745. Ailes              (相邻汉明距离: 777)
01746. Aim                (相邻汉明距离: 731)
01747. eval               (相邻汉明距离: 792)
01748. critical value     (相邻汉明距离: 745)
01749. cross rate         (相邻汉明距离: 718)
01750. cross-section      (相邻汉明距离: 642)
01751. cross-talk         (相邻汉明距离: 640)
01752. cross-pollinate    (相邻汉明距离: 630)
01753. cross-generational (相邻汉明距离: 641)
01754. millennial         (相邻汉明距离: 724)
01755. for ages           (相邻汉明距离: 739)
01756. twenty-seven       (相邻汉明距离: 753)
01757. How much... ?      (相邻汉明距离: 738)
01758. How many...        (相邻汉明距离: 492)
01759. How about...       (相邻汉明距离: 636)
01760. How about... ?     (相邻汉明距离: 239)
01761. What colour …?     (相邻汉明距离: 700)
01762. custom colours     (相邻汉明距离: 601)
01763. default preferences (相邻汉明距离: 748)
01764. prewar             (相邻汉明距离: 781)
01765. puritan            (相邻汉明距离: 775)
01766. worshipper         (相邻汉明距离: 719)
01767. religiously        (相邻汉明距离: 679)
01768. priestly           (相邻汉明距离: 677)
01769. a prayer meeting   (相邻汉明距离: 768)
01770. clubhouse          (相邻汉明距离: 799)
01771. clasp              (相邻汉明距离: 724)
01772. cymbal             (相邻汉明距离: 735)
01773. bullock            (相邻汉明距离: 777)
01774. bushel             (相邻汉明距离: 699)
01775. hayfield           (相邻汉明距离: 734)
01776. field type         (相邻汉明距离: 676)
01777. # Duplicate Words Merged : 0 (相邻汉明距离: 797)
01778. column report      (相邻汉明距离: 745)
01779. delete columns     (相邻汉明距离: 666)
01780. delete column      (相邻汉明距离: 252)
01781. delete cells       (相邻汉明距离: 574)
01782. delete key         (相邻汉明距离: 675)
01783. delete legend      (相邻汉明距离: 744)
01784. loosely            (相邻汉明距离: 762)
01785. cheaply            (相邻汉明距离: 723)
01786. current expense    (相邻汉明距离: 727)
01787. daily rate         (相邻汉明距离: 742)
01788. demand deposit     (相邻汉明距离: 773)
01789. deplore            (相邻汉明距离: 777)
01790. deflowering        (相邻汉明距离: 789)
01791. count for little   (相邻汉明距离: 764)
01792. kinder             (相邻汉明距离: 713)
01793. Gretel             (相邻汉明距离: 738)
01794. Aesop              (相邻汉明距离: 707)
01795. Henri Poincare     (相邻汉明距离: 770)
01796. Henry Ford         (相邻汉明距离: 639)
01797. Henry Kaiser       (相邻汉明距离: 549)
01798. Harry Emerson Fosdick (相邻汉明距离: 692)
01799. Johannes Brahms    (相邻汉明距离: 741)
01800. Haydn              (相邻汉明距离: 567)
01801. Kublai Khan        (相邻汉明距离: 737)
01802. He's Gao Wei.      (相邻汉明距离: 703)
01803. His name is Jack.  (相邻汉明距离: 729)
01804. Her name is Mary.  (相邻汉明距离: 634)
01805. Elise              (相邻汉明距离: 706)
01806. Laura              (相邻汉明距离: 665)
01807. Langley            (相邻汉明距离: 716)
01808. champaign          (相邻汉明距离: 709)
01809. championship       (相邻汉明距离: 706)
01810. premiership        (相邻汉明距离: 670)
01811. Brexit             (相邻汉明距离: 724)
01812. compatriot         (相邻汉明距离: 719)
01813. native-born        (相邻汉明距离: 725)
01814. native speaker     (相邻汉明距离: 567)
01815. English-speaker    (相邻汉明距离: 684)
01816. inoffensive        (相邻汉明距离: 790)
01817. strikingly         (相邻汉明距离: 753)
01818. stereotypical      (相邻汉明距离: 677)
01819. culture shock      (相邻汉明距离: 754)
01820. inflation          (相邻汉明距离: 794)
01821. coryza             (相邻汉明距离: 732)
01822. villous            (相邻汉明距离: 740)
01823. countryside        (相邻汉明距离: 787)
01824. country file       (相邻汉明距离: 689)
01825. country (side)     (相邻汉明距离: 599)
01826. countries and nationalities (相邻汉明距离: 647)
01827. developing countries (相邻汉明距离: 706)
01828. developing         (相邻汉明距离: 517)
01829. developmental      (相邻汉明距离: 523)
01830. develop an essay out of it (相邻汉明距离: 736)
01831. covering letter    (相邻汉明距离: 808)
01832. covering note      (相邻汉明距离: 666)
01833. compare notes      (相邻汉明距离: 723)
01834. currency notes     (相邻汉明距离: 787)
01835. cost of living index (相邻汉明距离: 814)
01836. Floral Index       (相邻汉明距离: 732)
01837. index word         (相邻汉明距离: 717)
01838. eye exercises      (相邻汉明距离: 845)
01839. eye level          (相邻汉明距离: 600)
01840. in the public eye  (相邻汉明距离: 623)
01841. get a view of      (相邻汉明距离: 764)
01842. delete overlay     (相邻汉明距离: 763)
01843. floating window    (相邻汉明距离: 715)
01844. floating-point computer (相邻汉明距离: 722)
01845. computer language  (相邻汉明距离: 637)
01846. hardware language  (相邻汉明距离: 592)
01847. HTML               (相邻汉明距离: 778)
01848. HTTP               (相邻汉明距离: 575)
01849. Hotel Booking Service (相邻汉明距离: 799)
01850. hotelier           (相邻汉明距离: 648)
01851. computer hobbyist  (相邻汉明距离: 768)
01852. local network      (相邻汉明距离: 789)
01853. local items        (相邻汉明距离: 784)
01854. How are things     (相邻汉明距离: 787)
01855. How come ...       (相邻汉明距离: 760)
01856. Here we go.        (相邻汉明距离: 726)
01857. let us             (相邻汉明距离: 695)
01858. No, thank you.     (相邻汉明距离: 773)
01859. I don't think so.  (相邻汉明距离: 715)
01860. I don't know       (相邻汉明距离: 623)
01861. I'm three.         (相邻汉明距离: 751)
01862. I'm in Class One,Grade Six. (相邻汉明距离: 653)
01863. check one's homework (相邻汉明距离: 756)
01864. have lessons       (相邻汉明距离: 713)
01865. course offering    (相邻汉明距离: 780)
01866. courseware         (相邻汉明距离: 709)
01867. course of action   (相邻汉明距离: 718)
01868. much-needed        (相邻汉明距离: 780)
01869. civilly            (相邻汉明距离: 785)
01870. mingle with        (相邻汉明距离: 751)
01871. socialise          (相邻汉明距离: 670)
01872. relief society     (相邻汉明距离: 678)
01873. rethink            (相邻汉明距离: 778)
01874. renaissance        (相邻汉明距离: 766)
01875. Gregorian chant    (相邻汉明距离: 762)
01876. Sabbath            (相邻汉明距离: 783)
01877. catch sb. napping  (相邻汉明距离: 749)
01878. do sb a favour     (相邻汉明距离: 692)
01879. fertiliser         (相邻汉明距离: 760)
01880. feeler             (相邻汉明距离: 782)
01881. feel interest in   (相邻汉明距离: 626)
01882. contract interest  (相邻汉明距离: 617)
01883. pooling of interest (相邻汉明距离: 620)
01884. a passenger load   (相邻汉明距离: 785)
01885. deadweight         (相邻汉明距离: 748)
01886. death penalty      (相邻汉明距离: 781)
01887. destructive readout (相邻汉明距离: 850)
01888. dimethyl ether     (相邻汉明距离: 808)
01889. biofuel            (相邻汉明距离: 804)
01890. interbreed         (相邻汉明距离: 831)
01891. intermarriage      (相邻汉明距离: 635)
01892. intercede          (相邻汉明距离: 770)
01893. incarnadine        (相邻汉明距离: 725)
01894. incipient          (相邻汉明距离: 615)
01895. incumbent          (相邻汉明距离: 683)
01896. General Secretary  (相邻汉明距离: 780)
01897. Grante             (相邻汉明距离: 797)
01898. crestfallen        (相邻汉明距离: 765)
01899. Gettysburg College (相邻汉明距离: 778)
01900. Social Studies     (相邻汉明距离: 788)
01901. historian          (相邻汉明距离: 761)
01902. film-maker         (相邻汉明距离: 788)
01903. filmmaking         (相邻汉明距离: 495)
01904. film recorder      (相邻汉明距离: 702)
01905. corporate video    (相邻汉明距离: 813)
