=== 语义排序结果体验 ===
算法: sorted_hybrid_tsp_opt_2000.txt
单词总数: 2000
【核心性能与质量指标】
- 排序计算耗时: 74.508 ms
- 平均相邻汉明距离: 690.02 (指标越低，相邻单词的语义过渡越连贯越好)
- 最大相邻汉明距离: 904 (指标越低，说明没有突兀的语义“大跳转”)
- 汉明距离 > 128 突变个数: 1998
--------------------------------------------------

00001. handshake          (起点)
01278. die away           (相邻汉明距离: 655)
01279. death certificate  (相邻汉明距离: 648)
01280. death penalty      (相邻汉明距离: 648)
01281. deathly            (相邻汉明距离: 657)
01282. deal out           (相邻汉明距离: 722)
01283. deed               (相邻汉明距离: 703)
01284. deformed           (相邻汉明距离: 653)
01285. deacon             (相邻汉明距离: 689)
01286. deice              (相邻汉明距离: 682)
01287. degauss            (相邻汉明距离: 692)
01288. dairymaid          (相邻汉明距离: 719)
01289. dairy farming      (相邻汉明距离: 580)
01290. cattle breeding    (相邻汉明距离: 653)
01291. herd               (相邻汉明距离: 728)
01292. bullock            (相邻汉明距离: 714)
01293. bond with          (相邻汉明距离: 750)
01294. cordial            (相邻汉明距离: 733)
01295. cordless           (相邻汉明距离: 607)
01296. concurrently       (相邻汉明距离: 732)
01297. infra              (相邻汉明距离: 742)
01298. copy file          (相邻汉明距离: 825)
01299. copier             (相邻汉明距离: 655)
01300. cohere             (相邻汉明距离: 719)
01301. cornerstone        (相邻汉明距离: 757)
01302. conglomerate       (相邻汉明距离: 702)
01303. contender          (相邻汉明距离: 703)
01304. rented             (相邻汉明距离: 731)
01305. clench             (相邻汉明距离: 716)
01306. clampdown          (相邻汉明距离: 544)
01307. clamp down on      (相邻汉明距离: 247)
01308. impending          (相邻汉明距离: 722)
01309. Hold on.           (相邻汉明距离: 726)
01310. a host of          (相邻汉明距离: 761)
01311. HFS                (相邻汉明距离: 737)
01312. horseplay          (相邻汉明距离: 751)
01313. havoc              (相邻汉明距离: 715)
01314. chance upon        (相邻汉明距离: 732)
01315. chances are (that?? (相邻汉明距离: 635)
01316. chances are that   (相邻汉明距离: 345)
01317. I happen to...     (相邻汉明距离: 683)
01318. have the time of one's life (相邻汉明距离: 749)
01319. go on doing something (相邻汉明距离: 717)
01320. I don't know       (相邻汉明距离: 749)
01321. I don't think so.  (相邻汉明距离: 623)
01322. I'd                (相邻汉明距离: 739)
01323. I promise you.     (相邻汉明距离: 758)
01324. Hope to see you again. (相邻汉明距离: 728)
01325. Good morning!      (相邻汉明距离: 760)
01326. Happy Birthday!    (相邻汉明距离: 629)
01327. Happy Birthday     (相邻汉明距离: 264)
01328. for ever           (相邻汉明距离: 760)
01329. for all            (相邻汉明距离: 665)
01330. collectively       (相邻汉明距离: 752)
01331. consolidated corporation (相邻汉明距离: 714)
01332. condenser          (相邻汉明距离: 705)
01333. condom             (相邻汉明距离: 617)
01334. headlock           (相邻汉明距离: 781)
01335. climb up           (相邻汉明距离: 761)
01336. mountain climber   (相邻汉明距离: 595)
01337. curler             (相邻汉明距离: 645)
01338. cheetah            (相邻汉明距离: 764)
01339. chest piece        (相邻汉明距离: 751)
01340. dipstick           (相邻汉明距离: 786)
01341. dimple             (相邻汉明距离: 738)
01342. dime store         (相邻汉明距离: 654)
01343. decorous           (相邻汉明距离: 791)
01344. dexterous in       (相邻汉明距离: 696)
01345. dancing            (相邻汉明距离: 726)
01346. dictation          (相邻汉明距离: 782)
01347. differentiator     (相邻汉明距离: 784)
01348. complainer         (相邻汉明距离: 751)
01349. deliverer          (相邻汉明距离: 757)
01350. latte              (相邻汉明距离: 742)
01351. dairy product      (相邻汉明距离: 711)
01352. dalliance          (相邻汉明距离: 735)
01353. daredevil          (相邻汉明距离: 686)
01354. dash one's hopes   (相邻汉明距离: 794)
01355. dash off           (相邻汉明距离: 637)
01356. default assumption (相邻汉明距离: 737)
01357. non-durable        (相邻汉明距离: 699)
01358. pipes              (相邻汉明距离: 749)
01359. developing         (相邻汉明距离: 825)
01360. designing          (相邻汉明距离: 700)
01361. craftsmanship      (相邻汉明距离: 795)
01362. coinage            (相邻汉明距离: 720)
01363. currency notes     (相邻汉明距离: 702)
01364. cut the knot       (相邻汉明距离: 826)
01365. cross out          (相邻汉明距离: 669)
01366. change??nto        (相邻汉明距离: 797)
01367. Huntington         (相邻汉明距离: 767)
01368. Adrian             (相邻汉明距离: 734)
01369. clement            (相邻汉明距离: 698)
01370. kinder             (相邻汉明距离: 746)
01371. chunky             (相邻汉明距离: 754)
01372. crystalline        (相邻汉明距离: 753)
01373. crystallize        (相邻汉明距离: 376)
01374. crater             (相邻汉明距离: 692)
01375. crematorium        (相邻汉明距离: 740)
01376. revere             (相邻汉明距离: 761)
01377. resurgence         (相邻汉明距离: 729)
01378. contuse            (相邻汉明距离: 682)
01379. sedulous           (相邻汉明距离: 747)
01380. dandelion          (相邻汉明距离: 733)
01381. dickens            (相邻汉明距离: 760)
01382. dilemma            (相邻汉明距离: 743)
01383. incumbent          (相邻汉明距离: 759)
01384. reticence          (相邻汉明距离: 699)
01385. retrench           (相邻汉明距离: 563)
01386. highbrow           (相邻汉明距离: 730)
01387. right-wing         (相邻汉明距离: 730)
01388. creationist        (相邻汉明距离: 786)
01389. film-maker         (相邻汉明距离: 779)
01390. criminologist      (相邻汉明距离: 775)
01391. computer operator  (相邻汉明距离: 819)
01392. computer hobbyist  (相邻汉明距离: 699)
01393. conversion device  (相邻汉明距离: 789)
01394. conversion tables  (相邻汉明距离: 505)
01395. common-size analysis (相邻汉明距离: 792)
01396. cost-volume-profit analysis (相邻汉明距离: 714)
01397. criticise          (相邻汉明距离: 877)
01398. overvalue          (相邻汉明距离: 739)
01399. devaluation        (相邻汉明距离: 704)
01400. deformation        (相邻汉明距离: 679)
01401. degeneration       (相邻汉明距离: 628)
01402. degression         (相邻汉明距离: 374)
01403. decongestant       (相邻汉明距离: 749)
01404. concussion         (相邻汉明距离: 760)
01405. convulsive         (相邻汉明距离: 638)
01406. convalescent       (相邻汉明距离: 674)
01407. curative           (相邻汉明距离: 684)
01408. detectable         (相邻汉明距离: 726)
01409. diagnostic tool    (相邻汉明距离: 729)
01410. diagnostic message (相邻汉明距离: 556)
01411. conditional statement (相邻汉明距离: 772)
01412. conditional expression (相邻汉明距离: 375)
01413. decorator          (相邻汉明距离: 786)
01414. decrypt            (相邻汉明距离: 762)
01415. unipolar           (相邻汉明距离: 768)
01416. unionize           (相邻汉明距离: 711)
01417. Brexit             (相邻汉明距离: 768)
01418. African-American   (相邻汉明距离: 769)
01419. African American   (相邻汉明距离: 110)
01420. dark brown         (相邻汉明距离: 667)
01421. strikingly         (相邻汉明距离: 766)
01422. stereotypical      (相邻汉明距离: 677)
01423. hypothesize        (相邻汉明距离: 771)
01424. descend on         (相邻汉明距离: 796)
01425. descend upon       (相邻汉明距离: 302)
01426. crow one's head off (相邻汉明距离: 784)
01427. crowning           (相邻汉明距离: 615)
01428. cruise control     (相邻汉明距离: 746)
01429. cursor control keys (相邻汉明距离: 709)
01430. cursor keys        (相邻汉明距离: 451)
01431. bus mouse          (相邻汉明距离: 707)
01432. bus ride           (相邻汉明距离: 690)
01433. mount the bicycle  (相邻汉明距离: 761)
01434. mount the horse    (相邻汉明距离: 491)
01435. horde              (相邻汉明距离: 681)
01436. hitchhike          (相邻汉明距离: 700)
01437. icebox             (相邻汉明距离: 740)
01438. igloo              (相邻汉明距离: 619)
01439. grille             (相邻汉明距离: 737)
01440. Grie               (相邻汉明距离: 668)
01441. Hades              (相邻汉明距离: 776)
01442. heir               (相邻汉明距离: 706)
01443. chairperson        (相邻汉明距离: 748)
01444. chopping board     (相邻汉明距离: 757)
01445. clubhouse          (相邻汉明距离: 822)
01446. cooperation        (相邻汉明距离: 786)
01447. honour             (相邻汉明距离: 759)
01448. do sb a favour     (相邻汉明距离: 754)
01449. have sth to do with (相邻汉明距离: 792)
01450. trick ... into doing something (相邻汉明距离: 697)
01451. mingle with        (相邻汉明距离: 751)
01452. glimpse            (相邻汉明距离: 738)
01453. glamourous         (相邻汉明距离: 674)
01454. immaculate         (相邻汉明距离: 728)
01455. decadence          (相邻汉明距离: 720)
01456. corporeal          (相邻汉明距离: 728)
01457. fluidity           (相邻汉明距离: 748)
01458. inflation          (相邻汉明距离: 732)
01459. elitism            (相邻汉明距离: 730)
01460. deliberation       (相邻汉明距离: 709)
01461. declamation        (相邻汉明距离: 724)
01462. glomerate          (相邻汉明距离: 742)
01463. crawl with         (相邻汉明距离: 757)
01464. villous            (相邻汉明距离: 814)
01465. collie             (相邻汉明距离: 777)
01466. collier            (相邻汉明距离: 533)
01467. colicky            (相邻汉明距离: 644)
01468. coryza             (相邻汉明距离: 702)
01469. ingredient         (相邻汉明距离: 767)
01470. contents           (相邻汉明距离: 543)
01471. content            (相邻汉明距离: 301)
01472. citation           (相邻汉明距离: 630)
01473. confinement        (相邻汉明距离: 732)
01474. contamination      (相邻汉明距离: 648)
01475. generalisation     (相邻汉明距离: 747)
01476. deepen             (相邻汉明距离: 696)
01477. cultivate          (相邻汉明距离: 711)
01478. cultivated         (相邻汉明距离: 344)
01479. culturally         (相邻汉明距离: 600)
01480. cross-cultural     (相邻汉明距离: 457)
01481. culling            (相邻汉明距离: 703)
01482. cuteness           (相邻汉明距离: 668)
01483. cucumber           (相邻汉明距离: 677)
01484. cyrillic           (相邻汉明距离: 777)
01485. deflowering        (相邻汉明距离: 765)
01486. decrease volume    (相邻汉明距离: 708)
01487. deafness           (相邻汉明距离: 747)
01488. convulsion         (相邻汉明距离: 766)
01489. consonant          (相邻汉明距离: 744)
01490. chestnut           (相邻汉明距离: 779)
01491. Huashan            (相邻汉明距离: 727)
01492. Korea              (相邻汉明距离: 742)
01493. country file       (相邻汉明距离: 705)
01494. Fede               (相邻汉明距离: 802)
01495. FECT               (相邻汉明距离: 644)
01496. in the flesh       (相邻汉明距离: 717)
01497. gemma              (相邻汉明距离: 803)
01498. index word         (相邻汉明距离: 775)
01499. ordinal numbers    (相邻汉明距离: 799)
01500. twenty-seven       (相邻汉明距离: 797)
01501. What colour …?     (相邻汉明距离: 773)
01502. custom colours     (相邻汉明距离: 601)
01503. default preferences (相邻汉明距离: 748)
01504. default value      (相邻汉明距离: 690)
01505. copy down          (相邻汉明距离: 794)
01506. destination directory (相邻汉明距离: 700)
01507. data buffer        (相邻汉明距离: 778)
01508. database software  (相邻汉明距离: 753)
01509. database file      (相邻汉明距离: 609)
01510. # PDF Max Sequence Number: 1575 (相邻汉明距离: 778)
01511. cheque book        (相邻汉明距离: 810)
01512. copperplate print  (相邻汉明距离: 836)
01513. desktop publishing (相邻汉明距离: 755)
01514. commercial computer (相邻汉明距离: 780)
01515. CD ROM             (相邻汉明距离: 767)
01516. cardigan           (相邻汉明距离: 767)
01517. cheongsam          (相邻汉明距离: 692)
01518. Hindu              (相邻汉明距离: 805)
01519. Hebrew             (相邻汉明距离: 745)
01520. Sabbath            (相邻汉明距离: 723)
01521. retribution        (相邻汉明距离: 812)
01522. check price        (相邻汉明距离: 849)
01523. cost of purchase   (相邻汉明距离: 606)
01524. pooling of interest (相邻汉明距离: 865)
01525. revaluation        (相邻汉明距离: 803)
01526. reorganization     (相邻汉明距离: 669)
01527. remodel            (相邻汉明距离: 719)
01528. demolish           (相邻汉明距离: 705)
01529. delirium           (相邻汉明距离: 787)
01530. digital resolution (相邻汉明距离: 772)
01531. digital data       (相邻汉明距离: 701)
01532. digital optical recording (相邻汉明距离: 667)
01533. film recorder      (相邻汉明距离: 712)
01534. corporate video    (相邻汉明距离: 813)
01535. special effects    (相邻汉明距离: 811)
01536. flamboyance        (相邻汉明距离: 841)
01537. j                  (相邻汉明距离: 754)
01538. Fison              (相邻汉明距离: 716)
01539. fit on             (相邻汉明距离: 655)
01540. cone bottom        (相邻汉明距离: 773)
01541. convenience food   (相邻汉明距离: 785)
01542. conglomeration     (相邻汉明距离: 739)
01543. dimensionality     (相邻汉明距离: 790)
01544. complacency        (相邻汉明距离: 779)
01545. compel             (相邻汉明距离: 670)
01546. overexcited        (相邻汉明距离: 738)
01547. overblown          (相邻汉明距离: 664)
01548. have influence over (相邻汉明距离: 740)
01549. controversially    (相邻汉明距离: 748)
01550. content provider   (相邻汉明距离: 785)
01551. get a view of      (相邻汉明距离: 754)
01552. default driver     (相邻汉明距离: 754)
01553. local network      (相邻汉明距离: 774)
01554. demand for         (相邻汉明距离: 873)
01555. for ages           (相邻汉明距离: 818)
01556. long long ago      (相邻汉明距离: 665)
01557. delete legend      (相邻汉明距离: 762)
01558. idealist           (相邻汉明距离: 801)
01559. millennial         (相邻汉明距离: 739)
01560. native-born        (相邻汉明距离: 802)
01561. New Territories    (相邻汉明距离: 784)
01562. mountainous terrain (相邻汉明距离: 757)
01563. highway            (相邻汉明距离: 797)
01564. hotelier           (相邻汉明距离: 793)
01565. consular           (相邻汉明距离: 795)
01566. consist of         (相邻汉明距离: 752)
01567. consist in         (相邻汉明距离: 337)
01568. consistency principle (相邻汉明距离: 573)
01569. continuity principle (相邻汉明距离: 570)
01570. continuance        (相邻汉明距离: 593)
01571. continuation       (相邻汉明距离: 373)
01572. consecutive        (相邻汉明距离: 615)
01573. count for little   (相邻汉明距离: 768)
01574. How soon ...       (相邻汉明距离: 801)
01575. in the long run    (相邻汉明距离: 803)
01576. loosely            (相邻汉明距离: 755)
01577. relate... to       (相邻汉明距离: 756)
01578. depend on          (相邻汉明距离: 704)
01579. depend upon... to do something (相邻汉明距离: 431)
01580. have a good opinion of sth. (相邻汉明距离: 734)
01581. condign            (相邻汉明距离: 720)
01582. condor             (相邻汉明距离: 618)
01583. conditional on     (相邻汉明距离: 712)
01584. dir from           (相邻汉明距离: 757)
01585. deliver from       (相邻汉明距离: 740)
01586. deliver over       (相邻汉明距离: 477)
01587. deliver over up    (相邻汉明距离: 211)
01588. deliver over up to (相邻汉明距离: 219)
01589. draft at 30 days sight (相邻汉明距离: 779)
01590. contract for service (相邻汉明距离: 802)
01591. covenant           (相邻汉明距离: 778)
01592. coven              (相邻汉明距离: 468)
01593. convertible bond   (相邻汉明距离: 762)
01594. debt conversion    (相邻汉明距离: 662)
01595. debt-ridden        (相邻汉明距离: 659)
01596. debenture          (相邻汉明距离: 655)
01597. debutante          (相邻汉明距离: 759)
01598. extravagant        (相邻汉明距离: 764)
01599. conspicuous consumption (相邻汉明距离: 690)
01600. readership         (相邻汉明距离: 789)
01601. e-book             (相邻汉明距离: 739)
01602. coursebook         (相邻汉明距离: 704)
01603. have lessons       (相邻汉明距离: 787)
01604. How are things     (相邻汉明距离: 787)
01605. change... into...  (相邻汉明距离: 760)
01606. compare... with... (相邻汉明距离: 709)
01607. I'd like...        (相邻汉明距离: 780)
01608. Help yourselves.   (相邻汉明距离: 742)
01609. No, thank you.     (相邻汉明距离: 721)
01610. Good afternoon     (相邻汉明距离: 752)
01611. I'm in Class One,Grade Six. (相邻汉明距离: 812)
01612. He's Gao Wei.      (相邻汉明距离: 800)
01613. Air China          (相邻汉明距离: 768)
01614. construction company (相邻汉明距离: 749)
01615. caterpillar        (相邻汉明距离: 752)
01616. spammer            (相邻汉明距离: 770)
01617. spam               (相邻汉明距离: 450)
01618. February           (相邻汉明距离: 795)
01619. despatch           (相邻汉明距离: 814)
01620. despatch=dispatch  (相邻汉明距离: 248)
01621. delicatessen       (相邻汉明距离: 767)
01622. cupboard           (相邻汉明距离: 778)
01623. worshipper         (相邻汉明距离: 721)
01624. deity              (相邻汉明距离: 721)
01625. diabolical         (相邻汉明距离: 726)
01626. depravity          (相邻汉明距离: 711)
01627. demeaning          (相邻汉明距离: 684)
01628. indignity          (相邻汉明距离: 656)
01629. compassion         (相邻汉明距离: 718)
01630. competent          (相邻汉明距离: 726)
01631. conduct oneself    (相邻汉明距离: 778)
01632. relax oneself      (相邻汉明距离: 791)
01633. chaos and confusion (相邻汉明距离: 813)
01634. rationalist        (相邻汉明距离: 801)
01635. renaissance        (相邻汉明距离: 693)
01636. ancient times      (相邻汉明距离: 727)
01637. ancient            (相邻汉明距离: 375)
01638. czarist            (相邻汉明距离: 784)
01639. cubist             (相邻汉明距离: 741)
01640. cubism             (相邻汉明距离: 272)
01641. cosmic             (相邻汉明距离: 749)
01642. considerateness's  (相邻汉明距离: 800)
01643. confidant          (相邻汉明距离: 740)
01644. confidentially     (相邻汉明距离: 609)
01645. creamy             (相邻汉明距离: 765)
01646. dam up             (相邻汉明距离: 764)
01647. daddy              (相邻汉明距离: 698)
01648. Herr               (相邻汉明距离: 713)
01649. Hercules           (相邻汉明距离: 640)
01650. Irish              (相邻汉明距离: 744)
01651. Finnish            (相邻汉明距离: 624)
01652. wildfire           (相邻汉明距离: 806)
01653. right wing         (相邻汉明距离: 781)
01654. right-hander       (相邻汉明距离: 624)
01655. curve ball         (相邻汉明距离: 781)
01656. rock 'n' roll      (相邻汉明距离: 840)
01657. Johannes Brahms    (相邻汉明距离: 782)
01658. Haydn              (相邻汉明距离: 567)
01659. Kublai Khan        (相邻汉明距离: 737)
01660. Guilin             (相邻汉明距离: 701)
01661. Florence           (相邻汉明距离: 689)
01662. Floral Index       (相邻汉明距离: 781)
01663. daffodil           (相邻汉明距离: 760)
01664. rhapsodize         (相邻汉明距离: 850)
01665. rhetoric           (相邻汉明距离: 696)
01666. cybernetic         (相邻汉明距离: 760)
01667. cytology           (相邻汉明距离: 741)
01668. cyanide            (相邻汉明距离: 739)
01669. cortisone          (相邻汉明距离: 724)
01670. cosine             (相邻汉明距离: 760)
01671. caress             (相邻汉明距离: 727)
01672. curvaceous         (相邻汉明距离: 651)
01673. connubial          (相邻汉明距离: 712)
01674. contraceptive      (相邻汉明距离: 714)
01675. contusion          (相邻汉明距离: 762)
01676. hemorrhage         (相邻汉明距离: 661)
01677. HIV                (相邻汉明距离: 767)
01678. homeostasis        (相邻汉明距离: 792)
01679. correctness        (相邻汉明距离: 765)
01680. coprocessor        (相邻汉明距离: 780)
01681. core load          (相邻汉明距离: 698)
01682. copy diskette      (相邻汉明距离: 747)
01683. diagnostic diskette (相邻汉明距离: 548)
01684. digitizing pad     (相邻汉明距离: 806)
01685. digitalis          (相邻汉明距离: 713)
01686. digital video      (相邻汉明距离: 745)
01687. devise             (相邻汉明距离: 831)
01688. devout             (相邻汉明距离: 664)
01689. depot              (相邻汉明距离: 679)
01690. deliver the goods  (相邻汉明距离: 725)
01691. deck with          (相邻汉明距离: 759)
01692. deck-chair         (相邻汉明距离: 582)
01693. deal on credit     (相邻汉明距离: 791)
01694. cheaply            (相邻汉明距离: 785)
01695. rent-free          (相邻汉明距离: 716)
01696. retiring           (相邻汉明距离: 742)
01697. ring back          (相邻汉明距离: 798)
01698. corner kick        (相邻汉明距离: 796)
01699. crew cut           (相邻汉明距离: 780)
01700. cut away           (相邻汉明距离: 554)
01701. delete all         (相邻汉明距离: 743)
01702. death rate         (相邻汉明距离: 772)
01703. demographics       (相邻汉明距离: 757)
01704. democratize        (相邻汉明距离: 684)
01705. revitalize         (相邻汉明距离: 724)
01706. hypnotize          (相邻汉明距离: 732)
01707. hosepipe           (相邻汉明距离: 778)
01708. daisy              (相邻汉明距离: 761)
01709. dinghy             (相邻汉明距离: 726)
01710. continental drift  (相邻汉明距离: 775)
01711. convection current (相邻汉明距离: 759)
01712. convex             (相邻汉明距离: 710)
01713. deadbeat           (相邻汉明距离: 777)
01714. die break          (相邻汉明距离: 642)
01715. crushed            (相邻汉明距离: 778)
01716. crape              (相邻汉明距离: 706)
01717. crawfish           (相邻汉明距离: 626)
01718. cro-magnon         (相邻汉明距离: 732)
01719. puritan            (相邻汉明距离: 793)
01720. contralto          (相邻汉明距离: 791)
01721. copper             (相邻汉明距离: 757)
01722. cue in             (相邻汉明距离: 755)
01723. coquetry           (相邻汉明距离: 728)
01724. conversation piece (相邻汉明距离: 780)
01725. compliments        (相邻汉明距离: 710)
01726. complexion         (相邻汉明距离: 673)
01727. complex sentence   (相邻汉明距离: 685)
01728. chemical compound  (相邻汉明距离: 695)
01729. chemical equation  (相邻汉明距离: 547)
01730. chemical bond      (相邻汉明距离: 643)
01731. hormone            (相邻汉明距离: 847)
01732. dessert            (相邻汉明距离: 817)
01733. desktop presentations (相邻汉明距离: 786)
01734. data projector     (相邻汉明距离: 705)
01735. computer store     (相邻汉明距离: 821)
01736. local terminal     (相邻汉明距离: 780)
01737. Graphics Accelerator (相邻汉明距离: 778)
01738. hardware language  (相邻汉明距离: 791)
01739. Industry Standard Architecture (相邻汉明距离: 805)
01740. design aid         (相邻汉明距离: 756)
01741. ideology           (相邻汉明距离: 773)
01742. charismatic        (相邻汉明距离: 818)
01743. charitable         (相邻汉明距离: 560)
01744. hereditary         (相邻汉明距离: 761)
01745. herbage            (相邻汉明距离: 671)
01746. cropland           (相邻汉明距离: 754)
01747. hayfield           (相邻汉明距离: 738)
01748. Greif              (相邻汉明距离: 776)
01749. craft brother      (相邻汉明距离: 770)
01750. creditor beneficiary (相邻汉明距离: 776)
01751. creditor ledger    (相邻汉明距离: 566)
01752. delinquency account (相邻汉明距离: 794)
01753. decathlon          (相邻汉明距离: 790)
01754. # ------------------------------- (相邻汉明距离: 804)
01755. date from          (相邻汉明距离: 803)
01756. drag and drop      (相邻汉明距离: 803)
01757. dragon dances      (相邻汉明距离: 744)
01758. lion dance         (相邻汉明距离: 708)
01759. hair style         (相邻汉明距离: 823)
01760. brush one’s teeth  (相邻汉明距离: 798)
01761. dentistry          (相邻汉明距离: 731)
01762. dentist's          (相邻汉明距离: 489)
01763. denture            (相邻汉明距离: 577)
01764. daycare            (相邻汉明距离: 828)
01765. clock radio        (相邻汉明距离: 854)
01766. clock track        (相邻汉明距离: 502)
01767. turnback           (相邻汉明距离: 789)
01768. bus station        (相邻汉明距离: 808)
01769. fire escape        (相邻汉明距离: 833)
01770. fire extinguisher  (相邻汉明距离: 644)
01771. fire-bomb          (相邻汉明距离: 635)
01772. anti-smoking       (相邻汉明距离: 798)
01773. diet cola          (相邻汉明距离: 835)
01774. dial tone          (相邻汉明距离: 781)
01775. chatline           (相邻汉明距离: 743)
01776. departure lounge   (相邻汉明距离: 744)
01777. luggage office     (相邻汉明距离: 684)
01778. clothes-line       (相邻汉明距离: 822)
01779. consumption-oriented (相邻汉明距离: 801)
01780. high-definition    (相邻汉明距离: 805)
01781. HTML               (相邻汉明距离: 782)
01782. Here we go.        (相邻汉明距离: 872)
01783. How come ...       (相邻汉明距离: 726)
01784. cautious about     (相邻汉明距离: 820)
01785. full authority     (相邻汉明距离: 811)
01786. continuation clause (相邻汉明距离: 835)
01787. control group      (相邻汉明距离: 822)
01788. group-living       (相邻汉明距离: 665)
01789. House of Lords     (相邻汉明距离: 782)
01790. detached house     (相邻汉明距离: 779)
01791. major unit         (相邻汉明距离: 803)
01792. set sb or sth apart from (相邻汉明距离: 793)
01793. sanctum            (相邻汉明距离: 766)
01794. deforest           (相邻汉明距离: 746)
01795. depletion allowance (相邻汉明距离: 768)
01796. delete cells       (相邻汉明距离: 810)
01797. delete column      (相邻汉明距离: 574)
01798. delete columns     (相邻汉明距离: 252)
01799. file updating      (相邻汉明距离: 838)
01800. compilation        (相邻汉明距离: 753)
01801. computation center (相邻汉明距离: 793)
01802. computer user      (相邻汉明距离: 723)
01803. computability      (相邻汉明距离: 717)
01804. cryptography       (相邻汉明距离: 807)
01805. curl               (相邻汉明距离: 790)
01806. default argument   (相邻汉明距离: 811)
01807. cite an example    (相邻汉明距离: 826)
01808. criticize          (相邻汉明距离: 810)
01809. debate on          (相邻汉明距离: 781)
01810. degenerative       (相邻汉明距离: 814)
01811. derangement        (相邻汉明距离: 734)
01812. developmental      (相邻汉明距离: 787)
01813. homo sapien        (相邻汉明距离: 805)
01814. English-speaker    (相邻汉明距离: 765)
01815. Hispanic-American  (相邻汉明距离: 762)
01816. Hispanic           (相邻汉明距离: 313)
01817. Honduras           (相邻汉明距离: 671)
01818. Europe*            (相邻汉明距离: 701)
01819. Fernando Andrade   (相邻汉明距离: 785)
01820. cubic metre        (相邻汉明距离: 820)
01821. dimethyl ether     (相邻汉明距离: 751)
01822. biofuel            (相邻汉明距离: 804)
01823. fire-safety        (相邻汉明距离: 796)
01824. fertiliser         (相邻汉明距离: 829)
01825. intelligentsia     (相邻汉明距离: 820)
01826. instigate          (相邻汉明距离: 793)
01827. contract interest  (相邻汉明距离: 814)
01828. intermarriage      (相邻汉明距离: 776)
01829. interbreed         (相邻汉明距离: 635)
01830. give sb a message  (相邻汉明距离: 847)
01831. change...into      (相邻汉明距离: 832)
01832. take ... into      (相邻汉明距离: 544)
01833. compare... to      (相邻汉明距离: 766)
01834. compare notes      (相邻汉明距离: 568)
01835. green with envy    (相邻汉明距离: 839)
01836. in the public eye  (相邻汉明距离: 783)
01837. glowingly          (相邻汉明距离: 807)
01838. floating window    (相邻汉明距离: 793)
01839. dragon-fly         (相邻汉明距离: 793)
01840. Beagle             (相邻汉明距离: 805)
01841. fastest            (相邻汉明距离: 778)
01842. championship       (相邻汉明距离: 762)
01843. cheer-leading squad (相邻汉明距离: 749)
01844. a medical team     (相邻汉明距离: 757)
01845. dermatologist      (相邻汉明距离: 806)
01846. herpetologist      (相邻汉明距离: 739)
01847. circulatory        (相邻汉明距离: 877)
01848. connective tissue  (相邻汉明距离: 681)
01849. convection zone    (相邻汉明距离: 763)
01850. convict... of      (相邻汉明距离: 819)
01851. criminal law       (相邻汉明距离: 758)
01852. civilly            (相邻汉明距离: 797)
01853. in vain            (相邻汉明距离: 781)
01854. I'm afraid...      (相邻汉明距离: 768)
01855. I'm...             (相邻汉明距离: 622)
01856. I would like to    (相邻汉明距离: 718)
01857. feel like          (相邻汉明距离: 785)
01858. feel so proud to be (相邻汉明距离: 633)
01859. let us             (相邻汉明距离: 791)
01860. conventional memory (相邻汉明距离: 799)
01861. Quick Response code (相邻汉明距离: 817)
01862. change icon        (相邻汉明距离: 802)
01863. contra account     (相邻汉明距离: 764)
01864. current account    (相邻汉明距离: 541)
01865. customer address   (相邻汉明距离: 737)
01866. customer name      (相邻汉明距离: 493)
01867. consumables        (相邻汉明距离: 778)
01868. congressional      (相邻汉明距离: 781)
01869. Liberal Democrat   (相邻汉明距离: 790)
01870. solemn promise     (相邻汉明距离: 829)
01871. insure             (相邻汉明距离: 818)
01872. insure against     (相邻汉明距离: 372)
01873. immunity           (相邻汉明距离: 799)
01874. matriculation      (相邻汉明距离: 818)
01875. data acquisition   (相邻汉明距离: 789)
01876. decollate          (相邻汉明距离: 781)
01877. diffidently        (相邻汉明距离: 749)
01878. Indies             (相邻汉明距离: 772)
01879. Adrenalin          (相邻汉明距离: 796)
01880. Alfred Nobel       (相邻汉明距离: 778)
01881. prewar             (相邻汉明距离: 772)
01882. for better or worse (相邻汉明距离: 819)
01883. competitiveness    (相邻汉明距离: 763)
01884. fitness program    (相邻汉明距离: 795)
01885. fit on technical jobs (相邻汉明距离: 767)
01886. fit to drop (burst) (相邻汉明距离: 789)
01887. crisps             (相邻汉明距离: 789)
01888. oatmeal            (相邻汉明距离: 737)
01889. contemptuously     (相邻汉明距离: 808)
01890. in contempt of     (相邻汉明距离: 595)
01891. control desk       (相邻汉明距离: 805)
01892. control class      (相邻汉明距离: 565)
01893. check up           (相邻汉明距离: 789)
01894. check up on        (相邻汉明距离: 184)
01895. check one's homework (相邻汉明距离: 719)
01896. He's at school.    (相邻汉明距离: 760)
01897. He's at home.      (相邻汉明距离: 488)
01898. He's in the park.  (相邻汉明距离: 617)
01899. Green Park Zoo     (相邻汉明距离: 707)
01900. gazelle            (相邻汉明距离: 806)
01901. relay race         (相邻汉明距离: 753)
01902. relief society     (相邻汉明距离: 795)
01903. charitable bequest (相邻汉明距离: 803)
01904. charge someone with (相邻汉明距离: 778)
01905. get sth off one's chest (相邻汉明距离: 773)
