=== 语义排序结果体验 ===
算法: sorted_sig_filter_opt_10000.txt
单词总数: 10000
【核心性能与质量指标】
- 排序计算耗时: 768.138 ms
- 平均相邻汉明距离: 559.44 (指标越低，相邻单词的语义过渡越连贯越好)
- 最大相邻汉明距离: 929 (指标越低，说明没有突兀的语义“大跳转”)
- 汉明距离 > 128 突变个数: 9986
--------------------------------------------------

00001. handshake          (起点)
04666. Alfonso            (相邻汉明距离: 653)
04667. Pedro              (相邻汉明距离: 644)
04668. Fernando Andrade   (相邻汉明距离: 631)
04669. Ferdinand Magellan (相邻汉明距离: 676)
04670. conquistador       (相邻汉明距离: 601)
04671. gaucho             (相邻汉明距离: 654)
04672. gaston             (相邻汉明距离: 611)
04673. garter             (相邻汉明距离: 620)
04674. gazelle            (相邻汉明距离: 630)
04675. gazette            (相邻汉明距离: 605)
04676. herald             (相邻汉明距离: 678)
04677. Hugo               (相邻汉明距离: 665)
04678. hug                (相邻汉明距离: 625)
04679. hugely             (相邻汉明距离: 461)
04680. hugeness           (相邻汉明距离: 350)
04681. hunch              (相邻汉明距离: 565)
04682. hunk               (相邻汉明距离: 494)
04683. hump               (相邻汉明距离: 565)
04684. humpback           (相邻汉明距离: 430)
04685. hippopotamus       (相邻汉明距离: 585)
04686. hotpot             (相邻汉明距离: 615)
04687. Pote               (相邻汉明距离: 575)
04688. pug                (相邻汉明距离: 680)
04689. pied               (相邻汉明距离: 630)
04690. pierce             (相邻汉明距离: 607)
04691. Pierre             (相邻汉明距离: 557)
04692. Pierre Curie       (相邻汉明距离: 578)
04693. Henri Poincare     (相邻汉明距离: 533)
04694. Lenin              (相邻汉明距离: 674)
04695. Nehru              (相邻汉明距离: 623)
04696. Mahatma Gandhi     (相邻汉明距离: 476)
04697. Thoreau            (相邻汉明距离: 624)
04698. Emerson            (相邻汉明距离: 535)
04699. Harry Emerson Fosdick (相邻汉明距离: 570)
04700. Henry Ford         (相邻汉明距离: 635)
04701. Henry Kaiser       (相邻汉明距离: 549)
04702. Kaiser             (相邻汉明距离: 511)
04703. KFC                (相邻汉明距离: 618)
04704. caf                (相邻汉明距离: 587)
04705. LF                 (相邻汉明距离: 591)
04706. lb                 (相邻汉明距离: 481)
04707. lb.                (相邻汉明距离: 467)
04708. kilogram           (相邻汉明距离: 651)
04709. karat              (相邻汉明距离: 664)
04710. cartel             (相邻汉明距离: 640)
04711. horse and cart     (相邻汉明距离: 637)
04712. cartoon            (相邻汉明距离: 631)
04713. crayon             (相邻汉明距离: 695)
04714. crane              (相邻汉明距离: 631)
04715. croon              (相邻汉明距离: 618)
04716. crook              (相邻汉明距离: 584)
04717. crooked            (相邻汉明距离: 430)
04718. froward            (相邻汉明距离: 648)
04719. catchword          (相邻汉明距离: 648)
04720. contradictory      (相邻汉明距离: 684)
04721. conflicting        (相邻汉明距离: 435)
04722. conflate           (相邻汉明距离: 577)
04723. confluence         (相邻汉明距离: 554)
04724. confer on          (相邻汉明距离: 602)
04725. confer a medal on sb. (相邻汉明距离: 557)
04726. give sb. a ring    (相邻汉明距离: 674)
04727. ring sb. up        (相邻汉明距离: 651)
04728. rush sb. to...     (相邻汉明距离: 557)
04729. reward sb.         (相邻汉明距离: 621)
04730. sabre              (相邻汉明距离: 669)
04731. sabre-toothed      (相邻汉明距离: 455)
04732. cheetah            (相邻汉明距离: 684)
04733. leopard            (相邻汉明距离: 571)
04734. feline             (相邻汉明距离: 624)
04735. catfish            (相邻汉明距离: 585)
04736. catsup             (相邻汉明距离: 558)
04737. caterpillar        (相邻汉明距离: 601)
04738. cicada             (相邻汉明距离: 640)
04739. crawl to           (相邻汉明距离: 636)
04740. crawl with         (相邻汉明距离: 325)
04741. curl up            (相邻汉明距离: 585)
04742. curl               (相邻汉明距离: 592)
04743. cursor             (相邻汉明距离: 595)
04744. cursor home        (相邻汉明距离: 476)
04745. cursor keys        (相邻汉明距离: 536)
04746. cursor control keys (相邻汉明距离: 451)
04747. Scroll Lock key    (相邻汉明距离: 528)
04748. Num Lock key       (相邻汉明距离: 523)
04749. control key        (相邻汉明距离: 627)
04750. escape key         (相邻汉明距离: 559)
04751. edit key           (相邻汉明距离: 487)
04752. enhanced keyboard  (相邻汉明距离: 548)
04753. enhanced mode      (相邻汉明距离: 548)
04754. enhancive          (相邻汉明距离: 589)
04755. intensify          (相邻汉明距离: 616)
04756. integrated         (相邻汉明距离: 648)
04757. integrate... with... (相邻汉明距离: 491)
04758. integrate with     (相邻汉明距离: 357)
04759. integrator         (相邻汉明距离: 445)
04760. extractor          (相邻汉明距离: 651)
04761. erector            (相邻汉明距离: 656)
04762. curler             (相邻汉明距离: 634)
04763. curdle             (相邻汉明距离: 607)
04764. cursed             (相邻汉明距离: 580)
04765. scurrilous         (相邻汉明距离: 633)
04766. garrulous          (相邻汉明距离: 598)
04767. quarrelsome        (相邻汉明距离: 603)
04768. coquetry           (相邻汉明距离: 667)
04769. coquette           (相邻汉明距离: 586)
04770. collie             (相邻汉明距离: 737)
04771. collier            (相邻汉明距离: 533)
04772. corral             (相邻汉明距离: 584)
04773. caged              (相邻汉明距离: 621)
04774. cagey              (相邻汉明距离: 388)
04775. cunningly          (相邻汉明距离: 648)
04776. cunning            (相邻汉明距离: 273)
04777. outwit             (相邻汉明距离: 643)
04778. iniquitous         (相邻汉明距离: 689)
04779. infamous           (相邻汉明距离: 572)
04780. infelicitous       (相邻汉明距离: 628)
04781. fitfully           (相邻汉明距离: 599)
04782. fretfully          (相邻汉明距离: 504)
04783. fretful            (相邻汉明距离: 302)
04784. fraught            (相邻汉明距离: 578)
04785. fragmentary        (相邻汉明距离: 623)
04786. fragmenting        (相邻汉明距离: 468)
04787. fragmentation      (相邻汉明距离: 333)
04788. breakage           (相邻汉明距离: 592)
04789. rupture            (相邻汉明距离: 475)
04790. hemorrhage         (相邻汉明距离: 643)
04791. hemorrhoid         (相邻汉明距离: 488)
04792. haemostat          (相邻汉明距离: 631)
04793. haemolytic         (相邻汉明距离: 636)
04794. erythrocyte        (相邻汉明距离: 548)
04795. nucleus            (相邻汉明距离: 717)
04796. nucleic            (相邻汉明距离: 449)
04797. chromosome         (相邻汉明距离: 657)
04798. genetic            (相邻汉明距离: 656)
04799. genetica           (相邻汉明距离: 401)
04800. geno               (相邻汉明距离: 626)
04801. genus              (相邻汉明距离: 619)
04802. gemma              (相邻汉明距离: 637)
04803. gossamer           (相邻汉明距离: 609)
04804. gorilla            (相邻汉明距离: 682)
04805. grizzly bear       (相邻汉明距离: 602)
04806. grin and bear it   (相邻汉明距离: 617)
04807. grueling           (相邻汉明距离: 669)
04808. gruelling          (相邻汉明距离: 346)
04809. grudging           (相邻汉明距离: 551)
04810. gruffly            (相邻汉明距离: 609)
04811. gruff              (相邻汉明距离: 429)
04812. grub               (相邻汉明距离: 625)
04813. screen grab        (相邻汉明距离: 643)
04814. screen shot        (相邻汉明距离: 348)
04815. screen memory      (相邻汉明距离: 466)
04816. screen attribute   (相邻汉明距离: 424)
04817. screen buffer      (相邻汉明距离: 368)
04818. screen saver       (相邻汉明距离: 489)
04819. screener           (相邻汉明距离: 536)
04820. screenplay         (相邻汉明距离: 606)
04821. screenwriter       (相邻汉明距离: 452)
04822. film-maker         (相邻汉明距离: 630)
04823. filmmaking         (相邻汉明距离: 495)
04824. godfather          (相邻汉明距离: 823)
04825. godmother          (相邻汉明距离: 540)
04826. grandma            (相邻汉明距离: 644)
04827. grandmother        (相邻汉明距离: 368)
04828. grandmotherly      (相邻汉明距离: 348)
04829. grandfatherly      (相邻汉明距离: 355)
04830. grandpa            (相邻汉明距离: 468)
04831. great-grandpa      (相邻汉明距离: 317)
04832. grandad            (相邻汉明距离: 371)
04833. grandparent        (相邻汉明距离: 393)
04834. great grandchild   (相邻汉明距离: 466)
04835. forefather         (相邻汉明距离: 745)
04836. Mom                (相邻汉明距离: 681)
04837. father             (相邻汉明距离: 508)
04838. daddy              (相邻汉明距离: 553)
04839. fatherhood         (相邻汉明距离: 595)
04840. father node        (相邻汉明距离: 544)
04841. father-in-law      (相邻汉明距离: 639)
04842. Is your father at home (相邻汉明距离: 572)
04843. Puritan father     (相邻汉明距离: 716)
04844. puritan            (相邻汉明距离: 545)
04845. franklin           (相邻汉明距离: 667)
04846. frank              (相邻汉明距离: 421)
04847. frankness          (相邻汉明距离: 410)
04848. frankly            (相邻汉明距离: 436)
04849. frankly speaking   (相邻汉明距离: 337)
04850. strikingly         (相邻汉明距离: 679)
04851. striking           (相邻汉明距离: 238)
04852. icky               (相邻汉明距离: 649)
04853. slick              (相邻汉明距离: 458)
04854. slack              (相邻汉明距离: 427)
04855. stick              (相邻汉明距离: 542)
04856. stickler           (相邻汉明距离: 539)
04857. stick with         (相邻汉明距离: 460)
04858. stick around       (相邻汉明距离: 479)
04859. hang around        (相邻汉明距离: 552)
04860. hang around with   (相邻汉明距离: 178)
04861. hang about         (相邻汉明距离: 357)
04862. hang over          (相邻汉明距离: 432)
04863. hangings           (相邻汉明距离: 515)
04864. hangar             (相邻汉明距离: 578)
04865. clothes hanger     (相邻汉明距离: 589)
04866. clothes-line       (相邻汉明距离: 602)
04867. hold the line      (相邻汉明距离: 639)
04868. in line with       (相邻汉明距离: 593)
04869. line up (for)      (相邻汉明距离: 604)
04870. line up for        (相邻汉明距离: 250)
04871. line up            (相邻汉明距离: 259)
04872. lineup             (相邻汉明距离: 284)
04873. linesman           (相邻汉明距离: 597)
04874. byline             (相邻汉明距离: 660)
04875. gumline            (相邻汉明距离: 629)
04876. gump               (相邻汉明距离: 623)
04877. gully              (相邻汉明距离: 651)
04878. gilded             (相邻汉明距离: 657)
04879. golden brown       (相邻汉明距离: 622)
04880. golden eagle       (相邻汉明距离: 640)
04881. seagull            (相邻汉明距离: 644)
04882. mallard            (相邻汉明距离: 641)
04883. duck-yard          (相邻汉明距离: 636)
04884. dockyard           (相邻汉明距离: 622)
04885. docks              (相邻汉明距离: 595)
04886. doodad             (相邻汉明距离: 684)
04887. dope               (相邻汉明距离: 672)
04888. dome               (相邻汉明距离: 620)
04889. dame               (相邻汉明距离: 573)
04890. duchy              (相邻汉明距离: 651)
04891. duel               (相邻汉明距离: 600)
04892. duet               (相邻汉明距离: 534)
04893. duff               (相邻汉明距离: 565)
04894. doughty            (相邻汉明距离: 566)
04895. doth               (相邻汉明距离: 531)
04896. doze               (相邻汉明距离: 561)
04897. doze off           (相邻汉明距离: 352)
04898. lie down           (相邻汉明距离: 638)
04899. lie down (under)   (相邻汉明距离: 319)
04900. lay down one's arms (相邻汉明距离: 599)
04901. lay one's hands on (相邻汉明距离: 614)
04902. get one's hands on (相邻汉明距离: 462)
04903. out of hand        (相邻汉明距离: 567)
04904. get out of hand    (相邻汉明距离: 306)
04905. have the upper hand (相邻汉明距离: 632)
04906. gain the upper hand (相邻汉明距离: 323)
04907. gain a win         (相邻汉明距离: 529)
04908. gain momentum      (相邻汉明距离: 571)
04909. gain weight        (相邻汉明距离: 661)
04910. lose weight        (相邻汉明距离: 597)
04911. low-fat            (相邻汉明距离: 705)
04912. fattening          (相邻汉明距离: 615)
04913. fatty              (相邻汉明距离: 432)
04914. fatuity            (相邻汉明距离: 437)
04915. fatality           (相邻汉明距离: 580)
04916. death              (相邻汉明距离: 555)
04917. death rate         (相邻汉明距离: 582)
04918. die break          (相邻汉明距离: 705)
04919. debark             (相邻汉明距离: 677)
04920. debouch            (相邻汉明距离: 612)
04921. deadbeat           (相邻汉明距离: 673)
04922. debtor             (相邻汉明距离: 565)
04923. debit-credit plan  (相邻汉明距离: 659)
04924. debit balance      (相邻汉明距离: 584)
04925. debit-entry        (相邻汉明距离: 512)
04926. creditor ledger    (相邻汉明距离: 684)
04927. creditor right     (相邻汉明距离: 532)
04928. creditor           (相邻汉明距离: 426)
04929. creditable         (相邻汉明距离: 523)
04930. credibility        (相邻汉明距离: 483)
04931. incredulous        (相邻汉明距离: 694)
04932. insincere          (相邻汉明距离: 601)
04933. insensible         (相邻汉明距离: 590)
04934. insensibility      (相邻汉明距离: 477)
04935. insignificance     (相邻汉明距离: 565)
04936. inferiority        (相邻汉明距离: 615)
04937. inferior           (相邻汉明距离: 365)
04938. inferior to        (相邻汉明距离: 319)
04939. insuperable        (相邻汉明距离: 635)
04940. insubordinate      (相邻汉明距离: 623)
04941. disobey            (相邻汉明距离: 578)
04942. disobedience       (相邻汉明距离: 329)
04943. obedience          (相邻汉明距离: 497)
04944. obfuscate          (相邻汉明距离: 685)
04945. mask bit           (相邻汉明距离: 681)
04946. hidden bit         (相邻汉明距离: 547)
04947. black              (相邻汉明距离: 581)
04948. in black and white (相邻汉明距离: 507)
04949. Negroid            (相邻汉明距离: 755)
04950. nigger             (相邻汉明距离: 479)
04951. Negro              (相邻汉明距离: 415)
04952. African American   (相邻汉明距离: 458)
04953. African-American   (相邻汉明距离: 110)
04954. Hispanic-American  (相邻汉明距离: 582)
04955. Hispanic           (相邻汉明距离: 313)
04956. Pan-American       (相邻汉明距离: 672)
04957. Panama             (相邻汉明距离: 442)
04958. Honduras           (相邻汉明距离: 469)
04959. Haiti              (相邻汉明距离: 410)
04960. Jamaica            (相邻汉明距离: 420)
04961. Puerto Rico        (相邻汉明距离: 477)
04962. Philippines        (相邻汉明距离: 543)
04963. Philippine         (相邻汉明距离: 126)
04964. Malaysia           (相邻汉明距离: 522)
04965. Malaysian          (相邻汉明距离: 345)
04966. Malay              (相邻汉明距离: 430)
04967. Englander          (相邻汉明距离: 714)
04968. English-speaker    (相邻汉明距离: 627)
04969. multilingual       (相邻汉明距离: 728)
04970. multitude          (相邻汉明距离: 613)
04971. multibillion       (相邻汉明距离: 588)
04972. hundreds of thousands of (相邻汉明距离: 703)
04973. hundreds of        (相邻汉明距离: 342)
04974. dozens of          (相邻汉明距离: 548)
04975. large numbers of   (相邻汉明距离: 625)
04976. in large numbers   (相邻汉明距离: 389)
04977. in great numbers   (相邻汉明距离: 469)
04978. huge (great) amount of (相邻汉明距离: 537)
04979. huge amounts of    (相邻汉明距离: 463)
04980. in large quantities (相邻汉明距离: 518)
04981. large-scale        (相邻汉明距离: 595)
04982. larger             (相邻汉明距离: 501)
04983. largest            (相邻汉明距离: 435)
04984. life-size          (相邻汉明距离: 590)
04985. large as life      (相邻汉明距离: 461)
04986. largess            (相邻汉明距离: 624)
04987. lavishly           (相邻汉明距离: 524)
04988. lavish... on       (相邻汉明距离: 397)
04989. lavishment         (相邻汉明距离: 522)
04990. lagniappe          (相邻汉明距离: 658)
04991. lounge             (相邻汉明距离: 682)
04992. guestroom          (相邻汉明距离: 678)
04993. living-room        (相邻汉明距离: 584)
04994. living space       (相邻汉明距离: 531)
04995. life style         (相邻汉明距离: 580)
04996. life-giving        (相邻汉明距离: 640)
04997. life-and-death     (相邻汉明距离: 619)
04998. live program       (相邻汉明距离: 690)
04999. live operation     (相邻汉明距离: 556)
05000. live like a lord   (相邻汉明距离: 654)
05001. Lord               (相邻汉明距离: 715)
05002. Jesus              (相邻汉明距离: 601)
05003. Jesus Christ       (相邻汉明距离: 376)
05004. Father Christmas   (相邻汉明距离: 685)
05005. christen           (相邻汉明距离: 713)
05006. crestfallen        (相邻汉明距离: 740)
05007. durst              (相邻汉明距离: 692)
05008. dastard            (相邻汉明距离: 511)
05009. daubster           (相邻汉明距离: 560)
05010. dabbe              (相邻汉明距离: 646)
05011. dishabille         (相邻汉明距离: 620)
05012. habiliments        (相邻汉明距离: 636)
05013. garment            (相邻汉明距离: 625)
05014. gabardine          (相邻汉明距离: 586)
05015. cardigan           (相邻汉明距离: 630)
05016. knitters           (相邻汉明距离: 722)
05017. knitting           (相邻汉明距离: 376)
05018. knead              (相邻汉明距离: 596)
05019. knock out of       (相邻汉明距离: 692)
05020. knock about        (相邻汉明距离: 445)
05021. knock at           (相邻汉明距离: 379)
05022. knock on           (相邻汉明距离: 275)
05023. knock into         (相邻汉明距离: 356)
05024. get into knot      (相邻汉明距离: 570)
05025. get into debt      (相邻汉明距离: 640)
05026. debt financing     (相邻汉明距离: 627)
05027. debenture          (相邻汉明距离: 625)
05028. debilitate         (相邻汉明距离: 679)
05029. debilitating       (相邻汉明距离: 411)
05030. debility           (相邻汉明距离: 459)
05031. enfeeble           (相邻汉明距离: 575)
05032. encephalo          (相邻汉明距离: 614)
05033. encephalitis       (相邻汉明距离: 464)
05034. epilepsy           (相邻汉明距离: 559)
05035. convulsion         (相邻汉明距离: 601)
05036. convulsive         (相邻汉明距离: 333)
05037. convulse           (相邻汉明距离: 359)
05038. convalesce         (相邻汉明距离: 477)
05039. convalescent       (相邻汉明距离: 476)
05040. convalescence      (相邻汉明距离: 360)
05041. restorative        (相邻汉明距离: 675)
05042. restitution        (相邻汉明距离: 577)
05043. retribution        (相邻汉明距离: 605)
05044. revolt             (相邻汉明距离: 623)
05045. revolutionary      (相邻汉明距离: 515)
05046. revitalize         (相邻汉明距离: 663)
05047. revamp             (相邻汉明距离: 534)
05048. change for the better (相邻汉明距离: 677)
05049. make change for    (相邻汉明距离: 512)
05050. change the subject (相邻汉明距离: 551)
05051. font change        (相邻汉明距离: 677)
05052. font               (相邻汉明距离: 472)
05053. glyph              (相邻汉明距离: 456)
05054. change icon        (相邻汉明距离: 664)
05055. current icon       (相邻汉明距离: 423)
05056. icon resource      (相邻汉明距离: 481)
05057. illustrator        (相邻汉明距离: 662)
05058. illustrative       (相邻汉明距离: 536)
05059. illiterate         (相邻汉明距离: 647)
05060. illiteracy         (相邻汉明距离: 316)
05061. literacy           (相邻汉明距离: 454)
05062. literalness        (相邻汉明距离: 604)
05063. literally          (相邻汉明距离: 545)
05064. literary           (相邻汉明距离: 618)
05065. lyrical            (相邻汉明距离: 597)
05066. lyrics             (相邻汉明距离: 531)
05067. lynch              (相邻汉明距离: 692)
05068. Lynne              (相邻汉明距离: 522)
05069. Langley            (相邻汉明距离: 665)
05070. Ely                (相邻汉明距离: 564)
05071. Salisbury          (相邻汉明距离: 574)
05072. Oldenburg          (相邻汉明距离: 604)
05073. Holland            (相邻汉明距离: 546)
05074. Netherlands        (相邻汉明距离: 359)
05075. Great Britain      (相邻汉明距离: 480)
05076. New Zealand        (相邻汉明距离: 515)
05077. Algeria            (相邻汉明距离: 596)
05078. Afghanistan        (相邻汉明距离: 544)
05079. Pakistan           (相邻汉明距离: 504)
05080. India              (相邻汉明距离: 471)
05081. Nepal              (相邻汉明距离: 484)
05082. Laos               (相邻汉明距离: 499)
05083. Siam               (相邻汉明距离: 485)
05084. Siamese            (相邻汉明距离: 531)
05085. Samoan             (相邻汉明距离: 673)
05086. Maori              (相邻汉明距离: 547)
05087. Amerindian         (相邻汉明距离: 633)
05088. Native American    (相邻汉明距离: 399)
05089. indigenous         (相邻汉明距离: 479)
05090. indigent           (相邻汉明距离: 650)
05091. impoverish         (相邻汉明距离: 590)
05092. deprive... of      (相邻汉明距离: 578)
05093. deprive someone of sth (相邻汉明距离: 278)
05094. dejected           (相邻汉明距离: 639)
05095. deject             (相邻汉明距离: 414)
05096. debase             (相邻汉明距离: 577)
05097. decreasing         (相邻汉明距离: 571)
05098. decrease           (相邻汉明距离: 298)
05099. decrement          (相邻汉明距离: 435)
05100. diminuendo         (相邻汉明距离: 651)
05101. mincing            (相邻汉明距离: 625)
05102. mutilate           (相邻汉明距离: 643)
05103. maltreat           (相邻汉明距离: 590)
05104. malinger           (相邻汉明距离: 582)
05105. maladministration  (相邻汉明距离: 646)
05106. malnutrition       (相邻汉明距离: 688)
05107. nutrient           (相邻汉明距离: 678)
05108. caloric            (相邻汉明距离: 701)
05109. calcify            (相邻汉明距离: 685)
05110. cynic              (相邻汉明距离: 710)
05111. iconoclast         (相邻汉明距离: 638)
05112. knackered          (相邻汉明距离: 670)
05113. knocker            (相邻汉明距离: 533)
05114. knuckle            (相邻汉明距离: 621)
05115. knuckle under      (相邻汉明距离: 375)
05116. knuckle down       (相邻汉明距离: 512)
05117. down-and-out       (相邻汉明距离: 627)
05118. down the street    (相邻汉明距离: 649)
05119. downtown           (相邻汉明距离: 630)
05120. downtown Manhattan (相邻汉明距离: 444)
05121. Washington Monument (相邻汉明距离: 677)
05122. Metropolitan Museum of Art (相邻汉明距离: 573)
05123. Shanghai Museum    (相邻汉明距离: 513)
05124. Palace Museum      (相邻汉明距离: 551)
05125. palace             (相邻汉明距离: 474)
05126. palatial           (相邻汉明距离: 529)
05127. parch              (相邻汉明距离: 697)
05128. pax                (相邻汉明距离: 601)
05129. pact               (相邻汉明距离: 550)
05130. by contract        (相邻汉明距离: 657)
05131. contract for purchase (相邻汉明距离: 514)
05132. contract for service (相邻汉明距离: 498)
05133. contract of service (相邻汉明距离: 253)
05134. give good service  (相邻汉明距离: 656)
05135. give sb. a great service (相邻汉明距离: 412)
05136. serve as           (相邻汉明距离: 604)
05137. in-service         (相邻汉明距离: 606)
05138. instructor         (相邻汉明距离: 645)
05139. professor          (相邻汉明距离: 533)
05140. schoolteacher      (相邻汉明距离: 605)
05141. headteacher        (相邻汉明距离: 495)
05142. Is he a teacher    (相邻汉明距离: 605)
05143. he's               (相邻汉明距离: 659)
05144. he'll              (相邻汉明距离: 496)
05145. I'll               (相邻汉明距离: 557)
05146. I'd                (相邻汉明距离: 545)
05147. I'd like           (相邻汉明距离: 430)
05148. I'd like...        (相邻汉明距离: 243)
05149. I would like to    (相邻汉明距离: 403)
05150. How would it be if (相邻汉明距离: 721)
05151. How about... ?     (相邻汉明距离: 681)
05152. How about...       (相邻汉明距离: 239)
05153. how about ...      (相邻汉明距离: 306)
05154. how about you      (相邻汉明距离: 407)
05155. Are you... ?       (相邻汉明距离: 615)
05156. Is there...        (相邻汉明距离: 601)
05157. Is there... ?      (相邻汉明距离: 244)
05158. Is that... ?       (相邻汉明距离: 428)
05159. Is this... ?       (相邻汉明距离: 404)
05160. Is this a shirt    (相邻汉明距离: 665)
05161. run an errand for... (相邻汉明距离: 758)
05162. fool's errand      (相邻汉明距离: 578)
05163. fun-loving         (相邻汉明距离: 706)
05164. for fun            (相邻汉明距离: 552)
05165. but for            (相邻汉明距离: 672)
05166. for one thing... (for another) (相邻汉明距离: 648)
05167. foregoing          (相邻汉明距离: 679)
05168. foresee            (相邻汉明距离: 552)
05169. foreseeable        (相邻汉明距离: 238)
05170. forewarn           (相邻汉明距离: 539)
05171. foreword           (相邻汉明距离: 535)
05172. preface            (相邻汉明距离: 530)
05173. prelude            (相邻汉明距离: 560)
05174. import             (相邻汉明距离: 674)
05175. dictionary         (相邻汉明距离: 647)
05176. duplicate          (相邻汉明距离: 573)
05177. duplication        (相邻汉明距离: 431)
05178. duplicate file     (相邻汉明距离: 470)
05179. duplicate key      (相邻汉明距离: 564)
05180. delete key         (相邻汉明距离: 604)
05181. database key       (相邻汉明距离: 617)
05182. database file      (相邻汉明距离: 639)
05183. file definition    (相邻汉明距离: 549)
05184. library file       (相邻汉明距离: 536)
05185. file set           (相邻汉明距离: 565)
05186. file updating      (相邻汉明距离: 565)
05187. edit function      (相邻汉明距离: 606)
05188. edit window        (相邻汉明距离: 500)
05189. edit decision list (相邻汉明距离: 704)
05190. declassify         (相邻汉明距离: 715)
05191. desecrated         (相邻汉明距离: 617)
05192. decollate          (相邻汉明距离: 597)
05193. colla              (相邻汉明距离: 608)
05194. colloid            (相邻汉明距离: 588)
05195. coagulate          (相邻汉明距离: 619)
05196. conjugate          (相邻汉明距离: 687)
05197. conjugal           (相邻汉明距离: 561)
05198. marital            (相邻汉明距离: 456)
05199. marital status     (相邻汉明距离: 345)
05200. marriage certificate (相邻汉明距离: 618)
05201. marry              (相邻汉明距离: 564)
05202. matrimony          (相邻汉明距离: 598)
05203. intermarriage      (相邻汉明距离: 626)
05204. multiculturalism   (相邻汉明距离: 721)
05205. cross-cultural     (相邻汉明距离: 662)
05206. culturally         (相邻汉明距离: 457)
05207. cultivate          (相邻汉明距离: 608)
05208. cultivated         (相邻汉明距离: 344)
05209. cultivation        (相邻汉明距离: 365)
05210. horticulture       (相邻汉明距离: 556)
05211. flower             (相邻汉明距离: 684)
05212. plant flowers      (相邻汉明距离: 555)
05213. flamboyance        (相邻汉明距离: 632)
05214. flaunt             (相邻汉明距离: 571)
05215. flail              (相邻汉明距离: 590)
05216. fluctuation        (相邻汉明距离: 636)
05217. flection           (相邻汉明距离: 584)
05218. flextime           (相邻汉明距离: 589)
05219. flexitime          (相邻汉明距离: 380)
05220. flexi-time         (相邻汉明距离: 407)
05221. flexibly           (相邻汉明距离: 506)
05222. inflexible         (相邻汉明距离: 474)
05223. infrequent         (相邻汉明距离: 607)
05224. infrequently       (相邻汉明距离: 239)
05225. infertile          (相邻汉明距离: 611)
05226. infirm             (相邻汉明距离: 612)
05227. informally         (相邻汉明距离: 645)
05228. informality        (相邻汉明距离: 371)
05229. casualness         (相邻汉明距离: 594)
05230. casually           (相邻汉明距离: 383)
05231. cautiously         (相邻汉明距离: 551)
05232. cautious about     (相邻汉明距离: 325)
05233. cautiousness       (相邻汉明距离: 340)
05234. curiosity          (相邻汉明距离: 671)
05235. incurious          (相邻汉明距离: 559)
05236. curious about...   (相邻汉明距离: 579)
05237. curiously          (相邻汉明距离: 471)
05238. interestingly      (相邻汉明距离: 534)
05239. interested (in)    (相邻汉明距离: 513)
05240. feel interest in   (相邻汉明距离: 521)
05241. interest bearing securities (相邻汉明距离: 634)
05242. convertible bond   (相邻汉明距离: 729)
05243. convertible        (相邻汉明距离: 447)
05244. convex             (相邻汉明距离: 609)
05245. monotone           (相邻汉明距离: 630)
05246. increasingly       (相邻汉明距离: 656)
05247. creases            (相邻汉明距离: 549)
05248. expand on          (相邻汉明距离: 648)
05249. enlargement        (相邻汉明距离: 589)
05250. enlarge font       (相邻汉明距离: 493)
05251. font disk          (相邻汉明距离: 643)
05252. screen font        (相邻汉明距离: 538)
05253. character size     (相邻汉明距离: 600)
05254. character set      (相邻汉明距离: 535)
05255. character string   (相邻汉明距离: 503)
05256. display character  (相邻汉明距离: 544)
05257. character recognition (相邻汉明距离: 675)
05258. image recognizing  (相邻汉明距离: 517)
05259. OCR                (相邻汉明距离: 686)
05260. opus               (相邻汉明距离: 515)
05261. opal               (相邻汉明距离: 393)
05262. Olympus            (相邻汉明距离: 542)
05263. Olympic            (相邻汉明距离: 590)
05264. National Football League (相邻汉明距离: 670)
05265. NBA                (相邻汉明距离: 615)
05266. nab                (相邻汉明距离: 606)
05267. nip                (相邻汉明距离: 596)
05268. multiple           (相邻汉明距离: 602)
05269. parallel           (相邻汉明距离: 551)
05270. parallelism        (相邻汉明距离: 489)
05271. parallelogram      (相邻汉明距离: 606)
05272. paradox            (相邻汉明距离: 619)
05273. paradigmatic       (相邻汉明距离: 555)
05274. participatory      (相邻汉明距离: 647)
05275. partake            (相邻汉明距离: 582)
05276. a part of          (相邻汉明距离: 670)
05277. part of speech     (相邻汉明距离: 630)
05278. locution           (相邻汉明距离: 733)
05279. locus              (相邻汉明距离: 576)
05280. locally            (相邻汉明距离: 612)
05281. logically          (相邻汉明距离: 650)
05282. logicality         (相邻汉明距离: 467)
05283. logistics          (相邻汉明距离: 576)
05284. lorry              (相邻汉明距离: 620)
05285. in the lump        (相邻汉明距离: 698)
05286. lump               (相邻汉明距离: 303)
05287. lumpish            (相邻汉明距离: 322)
05288. chunky             (相邻汉明距离: 591)
05289. chuck              (相邻汉明距离: 588)
05290. chatty             (相邻汉明距离: 674)
05291. chat room          (相邻汉明距离: 554)
05292. chatline           (相邻汉明距离: 517)
05293. guide line         (相邻汉明距离: 696)
05294. guide-line         (相邻汉明距离: 250)
05295. guidebook          (相邻汉明距离: 567)
05296. guesthouse         (相邻汉明距离: 751)
05297. glasshouse         (相邻汉明距离: 583)
05298. hourglass          (相邻汉明距离: 567)
05299. sand in the hourglass (相邻汉明距离: 482)
